Chinese
dim sum
flower soup
pot mini
ice snoh
just felt
ordered table
pieces meat
end meal
manager came
sum day
say like
didn't food
minutes walked
tasty shrimp
come order
food gave
want like
quality prices
brought table
ordered 10
years past
ordered home
wanted went
15 20
came 2
dishes seafood
like instead
bit good
heat spicy
time ate
menu menus
just noodles
pretty think
time right
fried tender
love it's
came good
restaurant come
bento box
dish bit
gave asked
pork flavorful
sauce added
little small
egg noodles
roll sauce
rolls tuna
beef chili
definitely good
try restaurant
vegas food
isn't it's
food having
waited finally
don't understand
lotus leaf
restaurant decided
chicken mushrooms
fast delivery
food pf
told time
food 2
night came
chicken dinner
did job
just nice
soup rolls
order it's
soup time
rice big
rice teriyaki
sweet little
place reason
vegas it's
mango sticky
years chinese
busy time
place look
try tried
puffs egg
star stars
got place
tables booths
taste rice
wonton egg
cooked ordered
chinese fare
said yes
order away
salt calamari
meal just
took said
food cooked
roll came
vegetables cooked
got little
good night
peanut butter
minutes away
fresh best
taquitos yellowtail
flavorful broth
didn't dish
dish make
peppers red
dish fish
small large
pho late
sweet tasted
restaurant i've
chicken salty
sashimi tuna
2 order
bar drinks
try didn't
beef slices
try really
traditional chinese
orange good
good chow
home food
really delicious
items try
want try
large portion
mall located
really actually
dumplings ordered
cooked flavor
massaman curry
favorite restaurant
took finally
broth ramen
bit like
really dishes
price better
doesn't like
lunch choice
miso sea
beef curry
egg veggies
bye bye
gogo gogo
layers layers
rang rang
violations violations
eggplant dish
just times
bun steamed
menu special
place dishes
rice nice
buffet price
flavor spice
ordered broccoli
order server
conveniently located
located conveniently
beef menu
can't really
better restaurants
just guess
ordered dinner
quality good
chinese close
chinese does
it's inside
egg just
try i'll
noodles dumplings
calamari salt
fried style
box bento
flavor hot
fried menu
dumpling pork
beef try
red peppers
fried batter
soup yum
vegetarian vegan
salmon sushi
menu good
veggies dish
hot broth
good kind
prices cheap
house chicken
time coming
like tasty
just couldn't
sushi great
beef garlic
egg chinese
like crispy
great wall
i've really
chinese that's
past years
price portion
order brought
just wait
waiter told
pao ordered
place that's
portions great
little pricey
chinese expect
seated promptly
waiter took
said know
visit time
oil sauce
friendly quick
ordered plate
did went
rand h
staff service
chinese come
fresh taste
soup specials
pork black
chicken excellent
don't say
1 4
pepper steak
ordered bland
it's definitely
it's doesn't
just night
soup did
people service
friendly nice
table waited
waitress took
sum selection
experience food
dish way
just day
chicken places
night drinking
i'm giving
rice plain
don't you're
people waiting
told just
love best
got egg
fusion brazilian
roll good
experience bad
rice way
good broth
soup salty
minutes busy
just places
dishes pretty
asked finally
delicious hot
good house
curry flavor
choy eureka
pan asian
soy rice
chinese reviews
chinese delicious
20 15
really sweet
chicken it's
minutes did
did taste
small size
noodles bit
cooked fried
chicken 2
combo chicken
time twice
shrimp roll
pretty wasn't
egg tasty
restaurant eat
little taste
ordered curry
soy milk
today went
went today
soup thick
didn't tasted
joyful house
food looked
good can't
meat noodles
fried cheese
really fresh
menu dinner
really make
menu asked
puffs cream
service 5
fried flavorful
chicken texture
crispy shrimp
right place
time waiting
chicken extra
crispy meat
just usually
cheap prices
nice pretty
roll shrimp
pretty bad
ordered eat
great chicken
hot oil
went like
beef special
did know
say i'm
food plates
ribs pork
told waitress
soup small
chicken portion
szechuan spicy
stars star
staff restaurant
chicken perfectly
experience service
just looking
isn't bad
thai panang
fried sesame
beef dry
said later
service restaurants
rice hard
friend went
restaurant make
thought didn't
hands best
bam bam
joe joe
massage massage
packed place
server did
order tell
sushi yellowtail
express chinese
like can't
sauce used
rice carrots
pork minced
restaurant years
noodles flavorful
menu style
got friend
i've worst
bo hue
tried place
great dishes
authentic americanized
beef chinese
tried haven't
order let
time maybe
places good
noodles lo
rice favorite
best places
2 5
sweet taste
rice general
i've restaurant
chicken instead
chicken kick
authentic place
ordered tofu
asia noodle
food 30
meat soup
times we've
tried chicken
food fact
sour orange
vegas night
place need
wait 30
just 3
sweet crab
used i'm
place live
time decided
came thought
review writing
cheap chinese
spicy tender
really soup
took told
roll entree
food plus
just pork
dishes noodles
best fresh
food decor
carnitas tacos
good used
cheap place
little time
i've ordered
good staff
didn't sauce
just experience
different like
you're don't
variety dishes
waitress order
i've favorite
portion generous
dumplings shanghai
sizzling rice
just different
food server
sauce plum
fried cream
deliver delivery
beef lo
took just
delicious love
chicken foo
friend came
cooked just
sticky mango
egg meal
melts mouth
tofu soft
food quite
pei wei's
food maybe
mind don't
can't just
just best
pieces chicken
pork pieces
eye contact
salad cucumber
good deal
hotel vegas
cooked beef
did wanted
monterey park
fish salted
place sit
just delicious
place old
beef bit
sauce roll
thought ordered
place ordered
sauce thought
crispy delicious
ordered mongolian
ordered ate
carts ladies
ordered served
eat didn't
www.yelp.com biz
york style
really thought
order try
rice don't
like weird
know restaurant
bowl small
chocolate mousse
meal good
tea pot
chinese make
order left
flavor really
china king
spicy curry
ordering online
pork pan
noodles tried
did thought
bad isn't
pork veggies
atmosphere nice
table seat
salty sauce
don't let
spicy asked
try i'm
times past
soup vegetables
table party
food half
crab soup
delicious crispy
come came
want it's
home like
good quick
4 1
that's it's
tuna rolls
decided yelp
wonton noodles
food waited
paste chili
said don't
sum variety
know want
table arrived
taste fried
fresh clean
came waited
milk soy
soup chow
asian it's
want make
dish spice
ingredients quality
friendly restaurant
couple ago
good ate
pretty overall
lunch week
pork dry
entrees rice
order received
it's menu
thai satay
like makes
drop chicken
tasted soup
menu choices
food look
like plate
place disappointed
food owner
brought server
restaurant definitely
server said
order 1
rice said
casino hotel
ordered night
restaurant little
restaurant customers
place different
red sauce
make want
dishes great
fried did
authentic american
crab sauce
chaos chaos
martinis martinis
poo poo
splash splash
vinaigrette vinaigrette
wan wan
tucked away
chinese joint
types different
place business
sauce curry
house joyful
people lot
just decided
japanese fusion
best tried
egg white
crab imitation
generous portion
ok like
crispy tender
mexican tacos
just let
cooked meat
just getting
try delicious
hot little
perfectly sauce
server ask
sure like
portion large
went did
good excellent
like items
great little
beijing noodle
really tasted
sauce crisp
melted mouth
tofu hot
like bland
bean green
large small
dishes meat
yellowtail sashimi
thai dishes
nice people
rice usually
know going
food town
table water
really come
best great
pigs fly
like soy
sat bar
5 2
chicken overcooked
taste sweet
thank goodness
time day
rice try
restaurant atmosphere
want come
got thought
taste food
chicken lots
wasn't sauce
like broth
sauce thing
walked asked
minute wait
big deal
eat i'm
hot tofu
little sweet
meat little
time thing
like special
order soup
extra spicy
food strip
good sushi
didn't i'm
spicy got
didn't waitress
place mall
tasty pretty
food absolutely
just special
smaller portions
order pork
ordered try
fish ordered
time 10
sauce meal
tasty rice
sushi chef
pepper squid
msg use
food happy
taste fresh
cooked vegetables
dumplings bao
good wonton
dish eggplant
good looked
water tap
ordered ordering
going like
shrimp best
didn't say
really went
roll eel
chinese actually
gave stars
try did
asked lady
pork try
good greasy
rice home
wait worth
asked water
nice super
food friends
order 3
lunch pretty
menu great
night vegas
curry beef
duck hoisin
promptly seated
it's fast
crab good
spicy red
place portions
time pretty
crab fresh
chinese used
thai good
chicken bean
isn't food
better quality
wanted did
mein chinese
like 10
fried seafood
long just
service went
menu look
ordered steamed
waiter order
8 red
quick place
different menu
roll chicken
sauce crab
items selection
soup bit
rice i'm
line waiting
sauce extra
waitress did
music loud
garlic shrimp
come vegas
order little
minutes hour
actually good
rice better
service expect
tried time
sushi menu
fried kung
salt margarita
portion rice
spicy broth
people group
jasmine tea
chicken batter
know good
good thai
spice flavor
bar sit
terrible service
atmosphere service
chinese serve
food hungry
mien lo
enjoyed thoroughly
ordered know
ok better
egg delicious
amazing great
know did
belly baos
time want
tried really
really definitely
really different
taste texture
crispy outside
dumplings xiao
chicken make
noodles pad
soup mushrooms
food sit
tuna ahi
best fried
sweet delicious
noodle style
perfectly seasoned
style authentic
got noodles
good long
beef great
sauce stir
really sure
time waitress
best delicious
know make
food live
entree lunch
10 order
shrimp came
like green
came looked
snoh ice
took went
spicy green
shrimp favorite
beef pieces
asked make
sin city
people 2
chicken lot
chicken ordering
ice condensed
brunch sunday
time ordering
big i'm
luke warm
away took
super nice
soup corn
pork really
times twice
flavor bit
table ask
table finally
food hour
5 service
just mean
time way
pricey bit
food poor
rice large
ordered bowl
mein pork
time night
boom boom
bow bow
decades decades
tears tears
lot place
pao rice
restaurant say
places area
restaurant busy
really way
fish dishes
small little
chop wok
dish salty
year ago
wait 10
shrimp house
like day
did table
make way
finally got
dish texture
sushi place
chinese serves
meat dark
night place
crispy spicy
went took
dish time
delicious shrimp
wings fried
tasty pork
spicy oil
friends place
restaurants better
ordered entrees
high hopes
bbq ribs
ribs bbq
table ordered
really meal
bun buns
peppers sauce
pot broth
come try
food general
ordered lunch
dish hot
food poisoning
booths tables
level spicy
mushrooms tofu
tasty ordered
really kind
duck good
make know
know order
cooked tender
restaurant dining
salt salty
like authentic
dishes tasty
chicken used
place money
great flavor
fun noodles
husband ordered
rice yummy
carts pushing
didn't good
open night
wasn't pretty
just having
waited order
dish soup
pho hangover
french fries
time ask
place house
chicken choice
looked ordered
food pick
experience restaurant
vegas pho
went day
you're going
you're place
pretty sure
don't way
fried breaded
noodles sprouts
you're you'll
pork garlic
tasted beef
dish curry
drinks bar
salad thai
place huge
way place
menu know
good home
ice mochi
make food
authentic asian
order busy
like rolls
food things
chicken dark
cake dessert
line long
rice pineapple
haven't tried
restaurant better
it's expensive
people nice
love like
pot beef
lunch 6
make ask
ordered way
waitress time
cart ladies
noodles pretty
sauce teriyaki
pork green
family place
pork combo
little got
buns baked
prices quality
pepper calamari
took server
ordered fresh
5 10
place review
love friendly
sum i've
ordered server
ordered flavorful
house rice
tuna ceviche
fresh like
hot heat
asian dishes
just mouth
just instead
chinese hot
amazing best
place heard
asked like
tried best
bowl bowls
like you're
size small
rice huge
yelp decided
dishes delicious
place hard
think little
veggies tofu
lot good
refill water
area places
thing place
decent good
tasted looked
like pieces
lady asked
sauce tangy
fusion japanese
good isn't
sweet rolls
city sin
i'll try
soup tender
lo mien
health department
tried menu
place work
place said
duck dish
people tables
3 ordered
vegas time
order delivered
hostess seated
drop lunch
really going
thing really
dishes traditional
ask don't
chicken cut
wasn't dish
pork moo
friendly owner
better say
minutes long
i've vegas
wait food
left came
decent chinese
hot sweet
ordered think
rice main
drinks service
lot people
food drinks
salty salt
server order
chinese right
tofu flavor
soup cup
don't feel
water table
ordered crab
fried thing
chinese arizona
said ok
good authentic
tables restaurant
think pretty
bit sauce
better ok
think i'm
usually like
fried i've
chinese big
did food
atmosphere food
beef fresh
8 wynn
try chinese
noodles tasted
pao shrimp
chinese ordered
job did
menu didn't
york chinese
kj kitchen
noodles vegetables
time today
came fried
pork wonton
service price
egg kung
salt air
quality better
drive worth
fish boiled
don't service
came drink
sour kung
food tables
place reasonable
time better
standard pretty
food extremely
menu looked
cooked like
shrimp perfectly
owner friendly
right order
good broccoli
line wait
chicken light
got shrimp
ordered bit
good veggies
fried lightly
pork broth
way make
beef tough
thai noodles
plate ordered
soup large
dishes asian
definitely time
specials egg
meat dishes
broth spicy
sauce house
quality chinese
dish chili
365 challenge
walked table
food mean
took away
james james
walked greeted
chinese pork
order different
sauce salt
pork soft
ladies carts
beef time
come want
place run
want know
ask service
teriyaki sauce
broccoli steamed
like salty
want really
served hot
it's authentic
it's big
dish probably
said make
30 pm
menu limited
strip place
3 star
service did
great overall
place wasn't
said lady
places best
chicken eating
restaurant came
chinese chinatown
small restaurant
hot taste
people think
veggies shrimp
mustard hot
americanized food
flavor fresh
spicy menu
wings pepper
loud music
did server
inside restaurant
roll california
lunch buffet
got night
great clean
shrimp tried
thai spice
menu new
order spicy
tofu mushroom
place finally
service best
food wonderful
got left
chinese time
did try
tasty soup
chinese eaten
day went  1.79E-07   
fat burger
said customer
time wasn't
taste really
cheap it's
broth ordered
dishes really
ordered instead
bland rice
it's actually
definitely great
atmosphere great
little restaurant
night partying
called delivery
duck soup
said server
ins diners
vegas chinese
shrimp plump
dishes come
rice wontons
like away
bad pretty
good variety
noodle fried
crab shell
duck flavor
menu delicious
place fresh
years food
it's yes
food arrived
soup ok
got dish
pot sticker
tacos mexican
thai dish
sweet savory
like new
sauce mix
chicken main
minutes wanted
maybe like
quite tasty
want chinese
i've delicious
food guess
food work
service coming
food fantastic
tried try
really meat
entree egg
say chinese
little dish
legs sushi
dish mushrooms
said brought
seasoned perfectly
delicious best
like water
tasty food
fresh fish
thai restaurant
veggies cooked
good lots
told waiter
restaurant wall
food surprised
service manager
sauce tried
good tastes
restaurant recommend
air margarita
impressed wasn't
ordered pepper
order pretty
arrived ordered
menu rice
sauce bowl
bland chicken
hot spice
rice decided
creme brulee
bbq fried
veggies brown
favorite place
don't said
try food
dish fresh
mein broccoli
dumplings chive
tender flavor
server didn't
place let
fish like
siu pork
place gets
place table
went good
casa grande
margarita salt
asked replied
usually it's
better lot
bowl hot
average food
hot nice
minutes left
think people
lamb skewers
broth hot
awesome food
lan zhou
dish asked
beef plate
best area
surf turf
didn't friend
noodles bland
place drive
pho brisket
say time
water refilled
came little
beef soft
located restaurant
meat taste
tasted sour
malaysian roti
milk taro
real food
skin pork
food plate
rice mixed
delivery 45
dishes best
soup miso
noodles curry
ordered couldn't
soup choice
dumplings good
wasn't thought
dressings sauces
sauces dressings
wait waited
past times
fish bean
taste dishes
flavorful sauce
later order
wasn't went
like took
asked looked
order nice
eating time
sum better
shrimp mayo
hot pots
chinese dish
asked left
table like
actually like
pork broccoli
like red
seeds sesame
rolls like
just gave
combination rice
just average
minutes orders
sour flavor
shrimp lo
located casino
ordered large
noodle pulled
rice included
hot dish
egg i've
good happy
service efficient
restaurant did
soup tons
rice ok
got eat
hot meat
good couple
chicken bowl
delivery time
bland fried
food impressed
sushi sake
chicken fan
came people
beef peppers
sauce think
looked tasted
delivery guy
looking restaurant
fast place
better taste
sushi eat
like long
restaurant walk
eat really
crispy honey
chicken combination
menu came
like great
waiting line
drink water
got waited
ordered disappointed
going know
vegas definitely
menu american
hopes high
pea pods
prices chinese
meat vegetables
flavor shrimp
service overall
buffet food
mashed potatoes
special sauce
it's decent
rice bit
blink blink
darker darker
sunset sunset
chicken moo
fried think
chicken battered
didn't rice
wall place
pepper dish
place dirty
dry sauce
tasted cooked
group people
taste better
shrimp scallops
said waiter
tried fried
sauces dipping
ordered received
crunchy sauce
flavor nice
got looked
chicken wife
10 came
time finally
time new
fried better
writing review
menu favorite
delicious try
it's delicious
good comes
cooked pork
ceviche tuna
dish flavorful
strip it's
rice thought
sauce make
best service
long night
hot mushrooms
ordered veggies
it's close
really love
brown fried
rice wrapped
coke diet
got sat
food buffets
couldn't eat
pork came
tuna tempura
i've don't
pepper spicy
rice burrito
food type
best love
family years
just broth
time thought
eat wanted
noodles salty
took waitress
chicken hainan
spicy fresh
menu asian
tasted didn't
just plate
sum palace
prices low
dishes restaurants
fresh flavor
came decided
did say
family run
red wynn
flavor soy
breast chicken
rice great
chicken satay
peanuts kung
ok ordered
item menu
just fine
tender cooked
like liked
time waste
menu listed
pork soy
food wall
came nice
sauce use
pretty dishes
fried veggie
order things
dishes shrimp
cream chocolate
didn't bother
restaurant expect
went friend
avocado roll
wanted time
beef brisket
tasted sweet
little fried
place glad
food care
10 5
fried great
chicken cheese
soup added
tables people
make asked
menu huge
steamed broccoli
place dim
decorated nicely
nicely decorated
order long
good consistently
bao bun
chili hot
service like
good far
hoi nam
dish try
great happy
place late
crunchy fried
good super
like fan
ordered actually
service reasonable
place trying
worth drive
broth just
shrimp little
later asked
said eat
tempura roll
selection items
like veggies
eating eat
tasted bland
tsing tao
ladies cart
i've bad
price pay
chinese sweet
cooked tasted
great deal
taste little
like 2
restaurant pretty
food mind
ox tail
bell pepper
chinese eating
beef wonton
say good
worst i've
lunch hot
sushi price
vietnamese thai
wait hour
time 2
probably just
chicken small
town place
pork bit
place chinatown
lunch just
food orders
chinese recommend
rolls beef
fried bean
place things
bit flavor
curry potatoes
better it's
yelp place
vegetables tofu
waiter didn't
time having
ordered pad
long come
time vegas
main courses
speaks english
decided got
food yes
dessert banana
buffet eat
chicken ate
overall food
dumplings noodle
place bit
place doesn't
restaurant feel
sauce appetizer
mushrooms sauce
tender juicy
time getting
sauce breaded
great dinner
noodles bellagio
ordered lo
sauce pot
service seated
american food
steamed bun
tried different
town chinese
it's service
mediocre food
open place
portion good
beef nice
chinese comes
fried general
i'm little
shrimp bean
recommend food
probably i've
rolls delicious
said wasn't
cooked noodles
like hard
decided ordered
did come
chinese thing
seafood scallops
experience great
decent place
rolls order
order meal
chicken almond
pot seafood
southern california
later came
tuna yellowtail
beef texture
brought waitress
went wasn't
wanted like
like couldn't
sweet really
tofu crispy
rice i've
night long
ordered come
diet coke
let fool
pho i've
spicy vegetables
called later
ahi tuna
small like
large party
bass skewers
seated hostess
sushi brazilian
brought ordered
pho good
chicken diablo
service ok
beef thick
king china
little meat
time ago
onions beef
forward trying
onions dish
people came
it's they're
waited 10
flavor didn't
soup pot
served dish
sauce vegetable
close home
pretty didn't
right came
far goes
dishes came
check came
puff egg
sauce covered
thing ordered
food spicy
left time
wontons broth
thoroughly enjoyed
food reason
cafe noodle
walked minutes
hash browns
like i'd
eat restaurant
little rice
comes rice
dishes portions
price service
got try
like served
soup nice
sesame sweet
chinese disappointed
good lo
low prices
favorite new
sesame sauce
greeted walked
good 4
chicken appetizer
service refill
wontons shrimp
bland soup
meal great
decided wanted
wanted decided
asked ask
i've dishes
sesame rice
gai lan
say don't
2 rice
vegas i've
client client
pans pans
puke puke
wins wins
yumm yumm
duck delicious
gow shrimp
chicken don't
menu did
order think
little service
hard it's
flavorful beef
thai i've
chicken ton
chicken thick
didn't meal
hotel casino
chinese ny
don't thing
lunch try
place 4
changs p.f
p.f changs
mins 10
beef bean
little didn't
didn't come
place dining
lot better
rice eggroll
new favorite
appetizer ordered
rice right
pork ground
didn't gave
chinese clean
pretty bit
shrimp bbq
it's open
restaurant order
looked said
time meal
ask make
machine soda
served rice
vegetarian veggie
americanized authentic
ordered pieces
noodle seafood
size portions
table wanted
sweet crunchy
chinese lived
waited table
ordered enjoyed
food beef
broth like
dinner ordered
rice puffs
service definitely
chinese decided
said gave
broccoli egg
harbor palace
told table
flavorful soup
night date
place friend
salad chicken
fixe prix
prix fixe
sweet red
asked check
good gave
chicken bbq
service amazing
ordered sat
place atmosphere
don't money
just doesn't
rice pepper
place located
soup cold
chicken w
tender dish
pork char
crispy soft
mian dan
restaurant casino
did minutes
order bring
vegetables meat
eating just
away came
place experience
did disappoint
ordered garlic
sweet soy
chinese general
pho spot
worth food
just look
waiter said
good style
spicy perfect
food ambiance
sit table
clean fresh
prices lunch
pretty time
got meal
order fast
places lot
roti malaysian
probably won't
rice asked
fresh crisp
good expect
just perfect
beef white
fish tofu
soups noodle
beef jerky
place expect
noodles try
noodle sauce
quick bite
cream puffs
isn't place
price cheap
location locations
chicken bite
broccoli cooked
ordered portion
sauce peas
like isn't
came tasted
breaded chicken
place real
said guy
shrimp large
broccoli shrimp
roll beef
beef crab
time nice
sauce pretty
sauce eat
didn't look
banana dessert
fresh chicken
pork perfect
little better
dishes fresh
really friendly
fried way
got think
sure time
drinking night
place does
like fact
shrimp nice
order large
baos belly
chicken chewy
food couple
sauce bite
experience time
chicken items
just i'll
just love
finally took
waited wait
know said
big like
place owner
came menu
like delicious
got 10
sauce menu
just ate
lunch salad
decent price
prices friendly
rice green
menu little
tasty spicy
egg pretty
order rolls
party large
beef perfectly
sweet tender
sauce beans
i'm eating
noodles perfectly
dish plate
pretty prices
come long
white like
people come
nee house
i'm trying
people went
crispy rice
seated got
pudding dessert
like real
delicious perfect
dish thought
eat know
gow dim
ordered house
best say
want ask
sesame fried
like huge
time sat
good kung
dish bland
rice come
dishes flavor
order sat
like looking
told phone
bowl ordered
people really
main dishes
just hungry
waiter wanted
ordered wife
did make
chinese lunch
good 3
server ordered
got service
didn't fried
menu fried
food consistently
wontons cream
time usually
just server
large menu
said say
family friends
ordered dry
i've pretty
rice went
tables occupied
vegas i'm
friend got
soup duck
ordered nice
service star
ordered half
george son's
lunch like
casino gold
specials rice
red fried
menu sure
texture taste
meat really
beef did
left asked
got waitress
orange tasted
away just
pretty probably
menu spicy
just new
place happy
got sweet
didn't bad
did good
friend didn't
egg cooked
spicy bit
favorite fried
30 wait
rice love
good salad
mai pork
service dinner
night time
time bad
fried nice
sweet served
food later
spicy tried
sauce dip
taste bland
right restaurant
menu pretty
excellent great
came water
spicy meat
came egg
soup kung
entree fried
place saw
menu said
water ask
order thought
selection good
egg meat
american authentic
seafood dishes
let don't
minutes waitress
got 2
restaurant wait
just noodle
waiting people
waited came
fried ok
waiting waited
food specials
little spicy
ordered loved
fresh fried
garlic rice
strip restaurant
just egg
menu decided
came walked
did waitress
make feel
time delicious
juicy pork
tofu dishes
took brought
didn't feel
duck fatty
soup house
bland tasted
asked called
long waiting
thai tried
sweet tangy
didn't pretty
thought good
dish different
pepper ordered
china chili
thing didn't
fried items
left just
understand don't
porkchops porkchops
shi shi
warmer warmer
tender pork
price decent
restaurant i'm
service decent
asked know
restaurants las
large groups
tofu soup
wonton pork
arrived seated
cheap price
took waiter
chicken disappointed
burrito black
wait line
people chinese
sizzling soup
casino smoke
inside like
rice bean
wonton rice
got nice
actually just
restaurant seated
called ordered
menu waitress
drive dives
pork chinese
delicious tender
ask just
dishes fish
friendly prices
taro milk
crispy good
wine beer
pork red
places compared
dish meal
place serves
taste meat
chicken style
place opened
noodle delicious
legs oysters
wasn't expecting
dish bean
just drink
milk ice
ordered liked
places it's
come took
small bowl
corn starch
rice duck
can't believe
style hk
sweet slightly
thought did
like guess
say better
like favorite
sweet sesame
beef onion
soup portion
good garlic
rice liked
order chinese
eat did
pho meat
grilled short
place cool
chinese doesn't
ordered waiter
called asked
good enjoyed
it's probably
it's located
prices menu
pao beef
tasty quite
service say
stew noodle
food tasting
chinese reasonable
chicken couldn't
ordered white
chicken heat
ordered duck
steaming hot
duck noodles
shrimp did
sum restaurant
cheap lunch
food wouldn't
plate just
didn't flavor
place maybe
broth tender
eat order
time waiter
chinese items
expectations exceeded
food customers
pricey little
server time
seafood fried
duck buns
music background
great loved
food run
ordered left
tender delicious
review read
ordered entree
pretty soup
dinner service
different tried
little did
table 10
away minutes
looking food
finally came
good day
good i'd
didn't waiter
want you're
long place
best chicken
love chicken
delicious perfectly
seafood fresh
mein order
waiting time
egg dish
ordered second
just money
like family
seated arrived
salad lettuce
restaurant dinner
know thing
going restaurant
beef szechuan
i've great
salty fried
lobster ginger
chinese hole
meat flavorful
great times
noodle dumplings
green dish
soup menu
rib grilled
favorite places
left table
lunch friendly
like add
dish think
bowl large
like texture
lunch combo
didn't couldn't
chinese speak
time 3
pork rolls
curry noodles
got way
shrimp stuffed
like 3
like dry
food las
soup great
pieces dish
food flavor
fried small
told server
taste spicy
time staff
usually good
eat decided
pho best
asked wasn't
prices higher
say best
sweet soup
wah kee
pretty i've
rice seasoned
food highly
little thing
delivered delivery
dishes large
delicious sweet
food variety
said food
chinese neighborhood
menu offer
beef right
pot tofu
table plates
home way
fried i'm
pretty went
time away
did eat
2 got
chinese special
dipping sauces
plate fried
sushi vegas
lunch comes
rice say
think going
thai like
meal got
soup fresh
things good
soup dishes
decent prices
minutes come
comes order
service little
dry fried
little i'm
don't waste
ordered definitely
vegetable dish
roll yellowtail
sauce kung
table food
portions size
price tag
ordered wonton
great eat
eat going
style noodles
certificate restaurant.com
small ordered
seated waited
waited seated
mein sauce
bad reviews
dives drive
food i'd
pretty restaurant
fried perfectly
tried delicious
egg didn't
good experience
tea condensed
ordered 5
chinese soup
stir noodles
tables place
bland ordered
buffet asian
egg comes
authentic hong
chicken edible
try thought
chicken awesome
wontons chicken
chicken crisp
friends family
table check
dish oil
food week
good inside
beef dumplings
chinese stuff
wasn't said
buffets chinese
wonton chicken
chicken tasting
places favorite
miso soup
food leave
ordered bad
best eaten
dishes i've
didn't way
bun bo
order wouldn't
bad it's
shrimp wrapped
it's clean
chicken recommend
amazing delicious
food business
pretty thing
cooked veggies
soup chunks
order placing
portions lunch
good duck
duck tender
love eat
bbq meat
chinese az
balls shrimp
good okay
fresh flavorful
dan spicy
menu don't
soup cooked
visit second
server manager
sour taste
shrimp really
great rolls
good 5
panda chinese
came 5
didn't server
shrimp pan
roll pieces
place outside
table right
new owners
bowl came
fried yummy
waited 15
table room
rice dinner
good family
try great
finally asked
i've twice
flavor egg
minutes tables
ordered thai
going you're
ordered 4
just fresh
express like
place gave
order tried
disappointed won't
run family
new year
food felt
place sign
thing order
really big
like lunch
little way
moo pork
garlic green
didn't ask
tasty dish
place 3
people order
chunks sauce
people busy
eat make
pork mushrooms
mexican concept
place visit
ice green
feet dim
picky eater
thought wasn't
hostess table
tip total
menu it's
2 entrees
know eat
ordered fish
menu server
little great
exceeded expectations
food portion
minutes check
usually food
food waiter
ordered started
fresh friendly
food picky
chicken vegetable
chinese moved
peppers dish
just wrong
i've past
bad didn't
chinese nice
night got
way order
choy burger
place especially
teriyaki rice
soup come
honey crispy
great i've
better don't
orange crispy
different time
just point
sauce potstickers
flavor perfect
wasn't asked
fish sea
beef stir
place high
good specials
waitress wanted
sour just
menu meal
area best
nice flavor
sauce i've
like getting
tip left
chicken piece
bday bday
tiramisu tiramisu
delicious tried
did mention
try yelp
feel make
meal chicken
just favorite
custard tarts
sum pretty
like sitting
spicy love
lunch order
wei pf
cup tea
chinese can't
chinese tastes
soup included
eat day
twice times
noodles came
fresh rice
delicious dish
good disappointed
it's you'll
fried bit
shrimp noodle
special good
time ready
menu happy
rice think
sauce soggy
waitress minutes
food spot
food check
check service
fried soft
sauce liked
great fantastic
sauce batter
sauce kick
chinese strip
looked came
things just
hot warm
brought took
goes far
pho places
won't disappointed
eat thing
minutes placed
roll rainbow
disappoint did
got people
order shrimp
ask server
vegas you're
broccoli oyster
order manager
went table
check asked
place guess
know say
just tasty
spicy try
ordered green
years family
menu authentic
came drinks
bean pork
vegas eat
i've chicken
don't going
good took
time home
delicious i've
did rice
15 order
read review
sushi like
place door
got know
seafood squid
sauce style
waiter time
flavorful spicy
chicken took
rolls soup
food end
korean japanese
just comes
came 3
come did
rice add
steamed fish
5 6
dumplings noodles
chicken won
just white
ask asked
definitely i'll
sauce lots
pieces fried
don't places
people it's
mixed sauce
sweet hot
money's worth
eat way
son's george
service got
pork style
boiled fish
area seating
came beef
server drinks
meat tasted
stars food
time eaten
pork served
came eat
minutes ask
ordered later
efficient service
seated greeted
sushi went
perfect delicious
rice used
sitting table
food fair
i'm vegas
delicious amazing
shrimp appetizer
eureka fat
chinese high
wine glass
mongolian good
got delicious
ordered right
say really
pork didn't
like told
don't usually
sauce pao
time trying
soup started
tempura sushi
got tasted
people got
tables small
amazing place
just sour
bowl big
order items
order big
curry spice
home order
thai place
lunch beat
small just
ordered appetizers
feel don't
dish i've
busy seated
authentic style
good decided
dish broccoli
menu variety
time dish
ok service
chinese quick
menu chicken
customer food
shrimp fish
good dry
chicken seasoned
delicious noodles
way don't
hot garlic
food choices
waiter minutes
choice rice
got later
craving place
money food
rolls got
hot got
10 wait
nice came
eater picky
ordered vegetable
it's mall
did manager
ranch 99
like crab
tso chicken
don't need
express orange
money worth
like disappointed
goldfish tanks
tanks goldfish
crispy cooked
beef tofu
didn't called
best egg
just isn't
soup chinese
2 times
perfect sauce
beef mushrooms
pork great
tried far
sunday brunch
sauce asked
wanted eat
sum garden
egg chow
lunch drink
went decided
walked said
pot soup
good tender
sum service
say it's
good general
dish egg
fried noodle
lunch busy
combination fried
like oh
good stars
veggies noodles
food counter
just need
right like
bad tasted
selection sushi
year new
crispy perfectly
located inside
mile radius
price place
hk style
fresh chinese
pork pot
time probably
kung fu
kick spicy
good friend
carnitas taco
ordered combo
ate time
mein good
place took
love absolutely
time love
pepper wings
level heat
chinese bit
